,word,root,part_of_speech
5973,the open,openly,noun
5974,open,openly,adjective
5975,opening,openly,adjective
5976,open,openly,verb
5977,openly,openly,adverb
5978,opener,openness,noun
5979,opening,openness,noun
5980,openness,openness,noun
5981,the open,openness,noun
5982,open,openness,adjective
5983,opening,openness,adjective
5984,open,openness,verb
5985,openly,openness,adverb
5986,operation,operate,noun
5987,cooperation,operate,noun
5988,cooperative,operate,noun
5989,operator,operate,noun
5990,operative,operate,noun
5991,operational,operate,adjective
5992,operative,operate,adjective
5993,cooperative,operate,adjective
5994,operate,operate,verb
5995,cooperate,operate,verb
5996,operation,operation,noun
5997,cooperation,operation,noun
5998,cooperative,operation,noun
5999,operator,operation,noun
6000,operative,operation,noun
6001,operational,operation,adjective
6002,operative,operation,adjective
6003,cooperative,operation,adjective
6004,operate,operation,verb
6005,cooperate,operation,verb
6006,operation,operator,noun
6007,cooperation,operator,noun
6008,cooperative,operator,noun
6009,operator,operator,noun
6010,operative,operator,noun
6011,operational,operator,adjective
6012,operative,operator,adjective
6013,cooperative,operator,adjective
6014,operate,operator,verb
6015,cooperate,operator,verb
6016,opposition,oppose,noun
6017,opposite,oppose,noun
6018,opposed,oppose,adjective
6019,opposing,oppose,adjective
6020,opposite,oppose,adjective
6021,oppose,oppose,verb
6022,opposite,oppose,adverb
6023,opposition,opposed,noun
6024,opposite,opposed,noun
6025,opposed,opposed,adjective
6026,opposing,opposed,adjective
6027,opposite,opposed,adjective
6028,oppose,opposed,verb
6029,opposite,opposed,adverb
6030,opposition,opposite,noun
6031,opposite,opposite,noun
6032,opposed,opposite,adjective
6033,opposing,opposite,adjective
6034,opposite,opposite,adjective
6035,oppose,opposite,verb
6036,opposite,opposite,adverb
6037,opposition,opposition,noun
6038,opposite,opposition,noun
6039,opposed,opposition,adjective
6040,opposing,opposition,adjective
6041,opposite,opposition,adjective
6042,oppose,opposition,verb
6043,opposite,opposition,adverb
6044,option,opt,noun
6045,optional,opt,adjective
6046,opt,opt,verb
6047,option,option,noun
6048,optional,option,adjective
6049,opt,option,verb
6050,option,optional,noun
6051,optional,optional,adjective
6052,opt,optional,verb
6053,order,order,noun
6054,disorder,order,noun
6055,orderly,order,adjective
6056,disorderly,order,adjective
6057,disordered,order,adjective
6058,order,order,verb
6059,organization,organization,noun
6060,disorganization,organization,noun
6061,reorganization,organization,noun
6062,organizer,organization,noun
6063,organizational,organization,adjective
6064,organized,organization,adjective
6065,disorganized,organization,adjective
6066,organize,organization,verb
6067,reorganize,organization,verb
6068,disorganize,organization,verb
6069,organization,organize,noun
6070,disorganization,organize,noun
6071,reorganization,organize,noun
6072,organizer,organize,noun
6073,organizational,organize,adjective
6074,organized,organize,adjective
6075,disorganized,organize,adjective
6076,organize,organize,verb
6077,reorganize,organize,verb
6078,disorganize,organize,verb
6079,organization,organized,noun
6080,disorganization,organized,noun
6081,reorganization,organized,noun
6082,organizer,organized,noun
6083,organizational,organized,adjective
6084,organized,organized,adjective
6085,disorganized,organized,adjective
6086,organize,organized,verb
6087,reorganize,organized,verb
6088,disorganize,organized,verb
6089,organization,organizer,noun
6090,disorganization,organizer,noun
6091,reorganization,organizer,noun
6092,organizer,organizer,noun
6093,organizational,organizer,adjective
6094,organized,organizer,adjective
6095,disorganized,organizer,adjective
6096,organize,organizer,verb
6097,reorganize,organizer,verb
6098,disorganize,organizer,verb
6099,origin,origin,noun
6100,original,origin,noun
6101,originality,origin,noun
6102,originator,origin,noun
6103,original,origin,adjective
6104,unoriginal,origin,adjective
6105,originate,origin,verb
6106,originally,origin,adverb
6107,origin,original,noun
6108,original,original,noun
6109,originality,original,noun
6110,originator,original,noun
6111,original,original,adjective
6112,unoriginal,original,adjective
6113,originate,original,verb
6114,originally,original,adverb
6115,origin,originally,noun
6116,original,originally,noun
6117,originality,originally,noun
6118,originator,originally,noun
6119,original,originally,adjective
6120,unoriginal,originally,adjective
6121,originate,originally,verb
6122,originally,originally,adverb
6123,origin,originate,noun
6124,original,originate,noun
6125,originality,originate,noun
6126,originator,originate,noun
6127,original,originate,adjective
6128,unoriginal,originate,adjective
6129,originate,originate,verb
6130,originally,originate,adverb
6131,break,outbreak,noun
6132,outbreak,outbreak,noun
6133,breakage,outbreak,noun
6134,broken,outbreak,adjective
6135,unbreakable,outbreak,adjective
6136,unbroken,outbreak,adjective
6137,break,outbreak,verb
6138,number,outnumber,noun
6139,numeral,outnumber,noun
6140,innumerable,outnumber,adjective
6141,numerical,outnumber,adjective
6142,numerous,outnumber,adjective
6143,number,outnumber,verb
6144,outnumber,outnumber,verb
6145,stand,outstanding,noun
6146,standing,outstanding,noun
6147,standing,outstanding,adjective
6148,outstanding,outstanding,adjective
6149,stand,outstanding,verb
6150,outstandingly,outstanding,adverb
6151,weight,outweigh,noun
6152,weights,outweigh,noun
6153,overweight,outweigh,adjective
6154,underweight,outweigh,adjective
6155,weighty,outweigh,adjective
6156,weigh,outweigh,verb
6157,outweigh,outweigh,verb
6158,overcrowding,overcrowded,noun
6159,crowded,overcrowded,adjective
6160,overcrowded,overcrowded,adjective
6161,crowd,overcrowded,verb
6162,doing,overdo,noun
6163,do,overdo,noun
6164,done,overdo,adjective
6165,overdone,overdo,adjective
6166,undone,overdo,adjective
6167,do,overdo,verb
6168,outdo,overdo,verb
6169,overdo,overdo,verb
6170,undo,overdo,verb
6171,redo,overdo,verb
6172,estimate,overestimate,noun
6173,estimation,overestimate,noun
6174,estimate,overestimate,verb
6175,overestimate,overestimate,verb
6176,underestimate,overestimate,verb
6177,hearing,overhear,noun
6178,unheard,overhear,adjective
6179,unheard of,overhear,adjective
6180,hear,overhear,verb
6181,overhear,overhear,verb
6182,undertaking,overtake,noun
6183,takings,overtake,noun
6184,take,overtake,verb
6185,overtake,overtake,verb
6186,undertake,overtake,verb
6187,time,overtime,noun
6188,overtime,overtime,noun
6189,timer,overtime,noun
6190,timing,overtime,noun
6191,timeless,overtime,adjective
6192,timely,overtime,adjective
6193,untimely,overtime,adjective
6194,time,overtime,verb
6195,view,overview,noun
6196,overview,overview,noun
6197,preview,overview,noun
6198,review,overview,noun
6199,viewer,overview,noun
6200,view,overview,verb
6201,preview,overview,verb
6202,review,overview,verb
6203,weight,overweight,noun
6204,weights,overweight,noun
6205,overweight,overweight,adjective
6206,underweight,overweight,adjective
6207,weighty,overweight,adjective
6208,weigh,overweight,verb
6209,outweigh,overweight,verb
6210,work,overworked,noun
6211,workaholic,overworked,noun
6212,worker,overworked,noun
6213,workable,overworked,adjective
6214,unworkable,overworked,adjective
6215,overworked,overworked,adjective
6216,working,overworked,adjective
6217,work,overworked,verb
6218,rework,overworked,verb
6219,owner,own,noun
6220,ownership,own,noun
6221,own,own,verb
6222,disown,own,verb
6223,owner,owner,noun
6224,ownership,owner,noun
6225,own,owner,verb
6226,disown,owner,verb
6227,owner,ownership,noun
6228,ownership,ownership,noun
6229,own,ownership,verb
6230,disown,ownership,verb
6231,pack,pack,noun
6232,packing,pack,noun
6233,package,pack,noun
6234,packaging,pack,noun
6235,packet,pack,noun
6236,packed,pack,adjective
6237,pack,pack,verb
6238,unpack,pack,verb
6239,package,pack,verb
6240,pack,package,noun
6241,packing,package,noun
6242,package,package,noun
6243,packaging,package,noun
6244,packet,package,noun
6245,packed,package,adjective
6246,pack,package,verb
6247,unpack,package,verb
6248,package,package,verb
6249,pack,packed,noun
6250,packing,packed,noun
6251,package,packed,noun
6252,packaging,packed,noun
6253,packet,packed,noun
6254,packed,packed,adjective
6255,pack,packed,verb
6256,unpack,packed,verb
6257,package,packed,verb
6258,pack,packet,noun
6259,packing,packet,noun
6260,package,packet,noun
6261,packaging,packet,noun
6262,packet,packet,noun
6263,packed,packet,adjective
6264,pack,packet,verb
6265,unpack,packet,verb
6266,package,packet,verb
6267,pain,pain,noun
6268,pained,pain,adjective
6269,painful,pain,adjective
6270,painless,pain,adjective
6271,pain,pain,verb
6272,painfully,pain,adverb
6273,painlessly,pain,adverb
6274,pain,painful,noun
6275,pained,painful,adjective
6276,painful,painful,adjective
6277,painless,painful,adjective
6278,pain,painful,verb
6279,painfully,painful,adverb
6280,painlessly,painful,adverb
6281,paint,paint,noun
6282,painter,paint,noun
6283,painting,paint,noun
6284,paint,paint,verb
6285,paint,painter,noun
6286,painter,painter,noun
6287,painting,painter,noun
6288,paint,painter,verb
6289,paint,painting,noun
6290,painter,painting,noun
6291,painting,painting,noun
6292,paint,painting,verb
6293,part,part,noun
6294,counterpart,part,noun
6295,parting,part,noun
6296,partition,part,noun
6297,partial,part,adjective
6298,parting,part,adjective
6299,part,part,verb
6300,partition,part,verb
6301,part,part,adverb
6302,partially,part,adverb
6303,partly,part,adverb
6304,part,partial,noun
6305,counterpart,partial,noun
6306,parting,partial,noun
6307,partition,partial,noun
6308,partial,partial,adjective
6309,parting,partial,adjective
6310,part,partial,verb
6311,partition,partial,verb
6312,part,partial,adverb
6313,partially,partial,adverb
6314,partly,partial,adverb
6315,part,partially,noun
6316,counterpart,partially,noun
6317,parting,partially,noun
6318,partition,partially,noun
6319,partial,partially,adjective
6320,parting,partially,adjective
6321,part,partially,verb
6322,partition,partially,verb
6323,part,partially,adverb
6324,partially,partially,adverb
6325,partly,partially,adverb
6326,part,partly,noun
6327,counterpart,partly,noun
6328,parting,partly,noun
6329,partition,partly,noun
6330,partial,partly,adjective
6331,parting,partly,adjective
6332,part,partly,verb
6333,partition,partly,verb
6334,part,partly,adverb
6335,partially,partly,adverb
6336,partly,partly,adverb
6337,pass,pass,noun
6338,overpass,pass,noun
6339,underpass,pass,noun
6340,passage,pass,noun
6341,passing,pass,noun
6342,passing,pass,adjective
6343,pass,pass,verb
6344,pass,passage,noun
6345,overpass,passage,noun
6346,underpass,passage,noun
6347,passage,passage,noun
6348,passing,passage,noun
6349,passing,passage,adjective
6350,pass,passage,verb
6351,patience,patience,noun
6352,impatience,patience,noun
6353,patient,patience,noun
6354,patient,patience,adjective
6355,impatient,patience,adjective
6356,patiently,patience,adverb
6357,impatiently,patience,adverb
6358,patience,patient,noun
6359,impatience,patient,noun
6360,patient,patient,noun
6361,patient,patient,adjective
6362,impatient,patient,adjective
6363,patiently,patient,adverb
6364,impatiently,patient,adverb
6365,patience,patiently,noun
6366,impatience,patiently,noun
6367,patient,patiently,noun
6368,patient,patiently,adjective
6369,impatient,patiently,adjective
6370,patiently,patiently,adverb
6371,impatiently,patiently,adverb
6372,pay,pay,noun
6373,payment,pay,noun
6374,repayment,pay,noun
6375,unpaid,pay,adjective
6376,underpaid,pay,adjective
6377,pay,pay,verb
6378,repay,pay,verb
6379,pay,payment,noun
6380,payment,payment,noun
6381,repayment,payment,noun
6382,unpaid,payment,adjective
6383,underpaid,payment,adjective
6384,pay,payment,verb
6385,repay,payment,verb
6386,peace,peace,noun
6387,peaceful,peace,adjective
6388,peacefully,peace,adverb
6389,peace,peaceful,noun
6390,peaceful,peaceful,adjective
6391,peacefully,peaceful,adverb
6392,peace,peacefully,noun
6393,peaceful,peacefully,adjective
6394,peacefully,peacefully,adverb
6395,perfection,perfect,noun
6396,imperfection,perfect,noun
6397,perfectionist,perfect,noun
6398,perfect,perfect,adjective
6399,imperfect,perfect,adjective
6400,perfect,perfect,verb
6401,perfectly,perfect,adverb
6402,perfection,perfection,noun
6403,imperfection,perfection,noun
6404,perfectionist,perfection,noun
6405,perfect,perfection,adjective
6406,imperfect,perfection,adjective
6407,perfect,perfection,verb
6408,perfectly,perfection,adverb
6409,perfection,perfectly,noun
6410,imperfection,perfectly,noun
6411,perfectionist,perfectly,noun
6412,perfect,perfectly,adjective
6413,imperfect,perfectly,adjective
6414,perfect,perfectly,verb
6415,perfectly,perfectly,adverb
6416,performance,perform,noun
6417,performer,perform,noun
6418,perform,perform,verb
6419,performance,performance,noun
6420,performer,performance,noun
6421,perform,performance,verb
6422,performance,performer,noun
6423,performer,performer,noun
6424,perform,performer,verb
6425,permission,permission,noun
6426,permit,permission,noun
6427,permissible,permission,adjective
6428,impermissible,permission,adjective
6429,permissive,permission,adjective
6430,permit,permission,verb
6431,permission,permit,noun
6432,permit,permit,noun
6433,permissible,permit,adjective
6434,impermissible,permit,adjective
6435,permissive,permit,adjective
6436,permit,permit,verb
6437,person,person,noun
6438,personality,person,noun
6439,personal,person,adjective
6440,impersonal,person,adjective
6441,personalized,person,adjective
6442,personalize,person,verb
6443,personify,person,verb
6444,personally,person,adverb
6445,person,personal,noun
6446,personality,personal,noun
6447,personal,personal,adjective
6448,impersonal,personal,adjective
6449,personalized,personal,adjective
6450,personalize,personal,verb
6451,personify,personal,verb
6452,personally,personal,adverb
6453,person,personality,noun
6454,personality,personality,noun
6455,personal,personality,adjective
6456,impersonal,personality,adjective
6457,personalized,personality,adjective
6458,personalize,personality,verb
6459,personify,personality,verb
6460,personally,personality,adverb
6461,person,personally,noun
6462,personality,personally,noun
6463,personal,personally,adjective
6464,impersonal,personally,adjective
6465,personalized,personally,adjective
6466,personalize,personally,verb
6467,personify,personally,verb
6468,personally,personally,adverb
6469,persuasion,persuade,noun
6470,persuasive,persuade,adjective
6471,persuade,persuade,verb
6472,dissuade,persuade,verb
6473,persuasion,persuasion,noun
6474,persuasive,persuasion,adjective
6475,persuade,persuasion,verb
6476,dissuade,persuasion,verb
6477,persuasion,persuasive,noun
6478,persuasive,persuasive,adjective
6479,persuade,persuasive,verb
6480,dissuade,persuasive,verb
6481,photo,photo,noun
6482,photograph,photo,noun
6483,photographer,photo,noun
6484,photography,photo,noun
6485,photogenic,photo,adjective
6486,photographic,photo,adjective
6487,photograph,photo,verb
6488,photo,photograph,noun
6489,photograph,photograph,noun
6490,photographer,photograph,noun
6491,photography,photograph,noun
6492,photogenic,photograph,adjective
6493,photographic,photograph,adjective
6494,photograph,photograph,verb
6495,photo,photographer,noun
6496,photograph,photographer,noun
6497,photographer,photographer,noun
6498,photography,photographer,noun
6499,photogenic,photographer,adjective
6500,photographic,photographer,adjective
6501,photograph,photographer,verb
6502,photo,photography,noun
6503,photograph,photography,noun
6504,photographer,photography,noun
6505,photography,photography,noun
6506,photogenic,photography,adjective
6507,photographic,photography,adjective
6508,photograph,photography,verb
6509,picture,picture,noun
6510,pictorial,picture,adjective
6511,picturesque,picture,adjective
6512,picture,picture,verb
6513,picture,picturesque,noun
6514,pictorial,picturesque,adjective
6515,picturesque,picturesque,adjective
6516,picture,picturesque,verb
6517,place,place,noun
6518,placement,place,noun
6519,replacement,place,noun
6520,displacement,place,noun
6521,misplaced,place,adjective
6522,place,place,verb
6523,displace,place,verb
6524,replace,place,verb
6525,plan,plan,noun
6526,planner,plan,noun
6527,planning,plan,noun
6528,plan,plan,verb
6529,plan,planning,noun
6530,planner,planning,noun
6531,planning,planning,noun
6532,plan,planning,verb
6533,plant,plant,noun
6534,transplant,plant,noun
6535,plantation,plant,noun
6536,plant,plant,verb
6537,transplant,plant,verb
6538,play,play,noun
6539,interplay,play,noun
6540,replay,play,noun
6541,player,play,noun
6542,playfulness,play,noun
6543,playful,play,adjective
6544,play,play,verb
6545,outplay,play,verb
6546,replay,play,verb
6547,playfully,play,adverb
6548,play,player,noun
6549,interplay,player,noun
6550,replay,player,noun
6551,player,player,noun
6552,playfulness,player,noun
6553,playful,player,adjective
6554,play,player,verb
6555,outplay,player,verb
6556,replay,player,verb
6557,playfully,player,adverb
6558,pleasure,pleasant,noun
6559,pleasantry,pleasant,noun
6560,displeasure,pleasant,noun
6561,pleasant,pleasant,adjective
6562,unpleasant,pleasant,adjective
6563,pleased,pleasant,adjective
6564,pleasing,pleasant,adjective
6565,pleasurable,pleasant,adjective
6566,displeased,pleasant,adjective
6567,please,pleasant,verb
6568,displease,pleasant,verb
6569,pleasantly,pleasant,adverb
6570,unpleasantly,pleasant,adverb
6571,pleasure,pleasantly,noun
6572,pleasantry,pleasantly,noun
6573,displeasure,pleasantly,noun
6574,pleasant,pleasantly,adjective
6575,unpleasant,pleasantly,adjective
6576,pleased,pleasantly,adjective
6577,pleasing,pleasantly,adjective
6578,pleasurable,pleasantly,adjective
6579,displeased,pleasantly,adjective
6580,please,pleasantly,verb
6581,displease,pleasantly,verb
6582,pleasantly,pleasantly,adverb
6583,unpleasantly,pleasantly,adverb
6584,pleasure,please,noun
6585,pleasantry,please,noun
6586,displeasure,please,noun
6587,pleasant,please,adjective
6588,unpleasant,please,adjective
6589,pleased,please,adjective
6590,pleasing,please,adjective
6591,pleasurable,please,adjective
6592,displeased,please,adjective
6593,please,please,verb
6594,displease,please,verb
6595,pleasantly,please,adverb
6596,unpleasantly,please,adverb
6597,pleasure,pleased,noun
6598,pleasantry,pleased,noun
6599,displeasure,pleased,noun
6600,pleasant,pleased,adjective
6601,unpleasant,pleased,adjective
6602,pleased,pleased,adjective
6603,pleasing,pleased,adjective
6604,pleasurable,pleased,adjective
6605,displeased,pleased,adjective
6606,please,pleased,verb
6607,displease,pleased,verb
6608,pleasantly,pleased,adverb
6609,unpleasantly,pleased,adverb
6610,pleasure,pleasurable,noun
6611,pleasantry,pleasurable,noun
6612,displeasure,pleasurable,noun
6613,pleasant,pleasurable,adjective
6614,unpleasant,pleasurable,adjective
6615,pleased,pleasurable,adjective
6616,pleasing,pleasurable,adjective
6617,pleasurable,pleasurable,adjective
6618,displeased,pleasurable,adjective
6619,please,pleasurable,verb
6620,displease,pleasurable,verb
6621,pleasantly,pleasurable,adverb
6622,unpleasantly,pleasurable,adverb
6623,pleasure,pleasure,noun
6624,pleasantry,pleasure,noun
6625,displeasure,pleasure,noun
6626,pleasant,pleasure,adjective
6627,unpleasant,pleasure,adjective
6628,pleased,pleasure,adjective
6629,pleasing,pleasure,adjective
6630,pleasurable,pleasure,adjective
6631,displeased,pleasure,adjective
6632,please,pleasure,verb
6633,displease,pleasure,verb
6634,pleasantly,pleasure,adverb
6635,unpleasantly,pleasure,adverb
6636,poem,poem,noun
6637,poet,poem,noun
6638,poetry,poem,noun
6639,poetic,poem,adjective
6640,poem,poet,noun
6641,poet,poet,noun
6642,poetry,poet,noun
6643,poetic,poet,adjective
6644,poem,poetic,noun
6645,poet,poetic,noun
6646,poetry,poetic,noun
6647,poetic,poetic,adjective
6648,poem,poetry,noun
6649,poet,poetry,noun
6650,poetry,poetry,noun
6651,poetic,poetry,adjective
6652,point,point,noun
6653,pointer,point,noun
6654,pointed,point,adjective
6655,pointless,point,adjective
6656,point,point,verb
6657,pointlessly,point,adverb
6658,point,pointless,noun
6659,pointer,pointless,noun
6660,pointed,pointless,adjective
6661,pointless,pointless,adjective
6662,point,pointless,verb
6663,pointlessly,pointless,adverb
6664,politeness,polite,noun
6665,polite,polite,adjective
6666,impolite,polite,adjective
6667,politely,polite,adverb
6668,impolitely,polite,adverb
6669,politeness,politely,noun
6670,polite,politely,adjective
6671,impolite,politely,adjective
6672,politely,politely,adverb
6673,impolitely,politely,adverb
6674,politeness,politeness,noun
6675,polite,politeness,adjective
6676,impolite,politeness,adjective
6677,politely,politeness,adverb
6678,impolitely,politeness,adverb
6679,politician,political,noun
6680,politics,political,noun
6681,political,political,adjective
6682,politicize,political,verb
6683,politically,political,adverb
6684,politician,politician,noun
6685,politics,politician,noun
6686,political,politician,adjective
6687,politicize,politician,verb
6688,politically,politician,adverb
6689,politician,politics,noun
6690,politics,politics,noun
6691,political,politics,adjective
6692,politicize,politics,verb
6693,politically,politics,adverb
6694,popularity,popular,noun
6695,unpopularity,popular,noun
6696,popularization,popular,noun
6697,popular,popular,adjective
6698,unpopular,popular,adjective
6699,popularize,popular,verb
6700,popularly,popular,adverb
6701,popularity,popularity,noun
6702,unpopularity,popularity,noun
6703,popularization,popularity,noun
6704,popular,popularity,adjective
6705,unpopular,popularity,adjective
6706,popularize,popularity,verb
6707,popularly,popularity,adverb
6708,populous,populate,adjective
6709,populate,populate,verb
6710,possibility,possibility,noun
6711,impossibility,possibility,noun
6712,the impossible,possibility,noun
6713,possible,possibility,adjective
6714,impossible,possibility,adjective
6715,possibly,possibility,adverb
6716,impossibly,possibility,adverb
6717,possibility,possible,noun
6718,impossibility,possible,noun
6719,the impossible,possible,noun
6720,possible,possible,adjective
6721,impossible,possible,adjective
6722,possibly,possible,adverb
6723,impossibly,possible,adverb
6724,possibility,possibly,noun
6725,impossibility,possibly,noun
6726,the impossible,possibly,noun
6727,possible,possibly,adjective
6728,impossible,possibly,adjective
6729,possibly,possibly,adverb
6730,impossibly,possibly,adverb
6731,post,post,noun
6732,postage,post,noun
6733,postal,post,adjective
6734,post,post,verb
6735,post,postal,noun
6736,postage,postal,noun
6737,postal,postal,adjective
6738,post,postal,verb
6739,power,power,noun
6740,superpower,power,noun
6741,powerful,power,adjective
6742,overpowering,power,adjective
6743,powerless,power,adjective
6744,power,power,verb
6745,empower,power,verb
6746,overpower,power,verb
6747,powerfully,power,adverb
6748,power,powerful,noun
6749,superpower,powerful,noun
6750,powerful,powerful,adjective
6751,overpowering,powerful,adjective
6752,powerless,powerful,adjective
6753,power,powerful,verb
6754,empower,powerful,verb
6755,overpower,powerful,verb
6756,powerfully,powerful,adverb
6757,power,powerfully,noun
6758,superpower,powerfully,noun
6759,powerful,powerfully,adjective
6760,overpowering,powerfully,adjective
6761,powerless,powerfully,adjective
6762,power,powerfully,verb
6763,empower,powerfully,verb
6764,overpower,powerfully,verb
6765,powerfully,powerfully,adverb
6766,practicality,practical,noun
6767,practical,practical,noun
6768,practicable,practical,adjective
6769,practical,practical,adjective
6770,impractical,practical,adjective
6771,practically,practical,adverb
6772,practicality,practically,noun
6773,practical,practically,noun
6774,practicable,practically,adjective
6775,practical,practically,adjective
6776,impractical,practically,adjective
6777,practically,practically,adverb
6778,practice,practice,noun
6779,practitioner,practice,noun
6780,practised,practice,adjective
6781,practising,practice,adjective
6782,practise,practice,verb
6783,practice,practise,noun
6784,practitioner,practise,noun
6785,practised,practise,adjective
6786,practising,practise,adjective
6787,practise,practise,verb
6788,practice,practitioner,noun
6789,practitioner,practitioner,noun
6790,practised,practitioner,adjective
6791,practising,practitioner,adjective
6792,practise,practitioner,verb
6793,precision,precise,noun
6794,precise,precise,adjective
6795,imprecise,precise,adjective
6796,precisely,precise,adverb
6797,precision,precisely,noun
6798,precise,precisely,adjective
6799,imprecise,precisely,adjective
6800,precisely,precisely,adverb
6801,preference,prefer,noun
6802,preferable,prefer,adjective
6803,preferential,prefer,adjective
6804,prefer,prefer,verb
6805,preferably,prefer,adverb
6806,preference,preferable,noun
6807,preferable,preferable,adjective
6808,preferential,preferable,adjective
6809,prefer,preferable,verb
6810,preferably,preferable,adverb
6811,preference,preferably,noun
6812,preferable,preferably,adjective
6813,preferential,preferably,adjective
6814,prefer,preferably,verb
6815,preferably,preferably,adverb
6816,preference,preference,noun
6817,preferable,preference,adjective
6818,preferential,preference,adjective
6819,prefer,preference,verb
6820,preferably,preference,adverb
6821,preparation,preparation,noun
6822,prepared,preparation,adjective
6823,unprepared,preparation,adjective
6824,preparatory,preparation,adjective
6825,prepare,preparation,verb
6826,preparation,prepare,noun
6827,prepared,prepare,adjective
6828,unprepared,prepare,adjective
6829,preparatory,prepare,adjective
6830,prepare,prepare,verb
6831,preparation,prepared,noun
6832,prepared,prepared,adjective
6833,unprepared,prepared,adjective
6834,preparatory,prepared,adjective
6835,prepare,prepared,verb
6836,presence,presence,noun
6837,present,presence,noun
6838,presentation,presence,noun
6839,presenter,presence,noun
6840,present,presence,adjective
6841,presentable,presence,adjective
6842,present,presence,verb
6843,represent,presence,verb
6844,presently,presence,adverb
6845,presence,present,noun
6846,present,present,noun
6847,presentation,present,noun
6848,presenter,present,noun
6849,present,present,adjective
6850,presentable,present,adjective
6851,present,present,verb
6852,represent,present,verb
6853,presently,present,adverb
6854,presence,presentation,noun
6855,present,presentation,noun
6856,presentation,presentation,noun
6857,presenter,presentation,noun
6858,present,presentation,adjective
6859,presentable,presentation,adjective
6860,present,presentation,verb
6861,represent,presentation,verb
6862,presently,presentation,adverb
6863,presence,presenter,noun
6864,present,presenter,noun
6865,presentation,presenter,noun
6866,presenter,presenter,noun
6867,present,presenter,adjective
6868,presentable,presenter,adjective
6869,present,presenter,verb
6870,represent,presenter,verb
6871,presently,presenter,adverb
6872,presence,presently,noun
6873,present,presently,noun
6874,presentation,presently,noun
6875,presenter,presently,noun
6876,present,presently,adjective
6877,presentable,presently,adjective
6878,present,presently,verb
6879,represent,presently,verb
6880,presently,presently,adverb
6881,press,press,noun
6882,pressure,press,noun
6883,pressed,press,adjective
6884,pressing,press,adjective
6885,pressurized,press,adjective
6886,press,press,verb
6887,pressure/pressurize,press,verb
6888,press,pressure,noun
6889,pressure,pressure,noun
6890,pressed,pressure,adjective
6891,pressing,pressure,adjective
6892,pressurized,pressure,adjective
6893,press,pressure,verb
6894,pressure/pressurize,pressure,verb
6895,prevention,prevent,noun
6896,preventable,prevent,adjective
6897,prevent,prevent,verb
6898,prevention,prevention,noun
6899,preventable,prevention,adjective
6900,prevent,prevention,verb
6901,price,price,noun
6902,overpriced,price,adjective
6903,priceless,price,adjective
6904,pricey/pricy,price,adjective
6905,price,price,verb
6906,price,priceless,noun
6907,overpriced,priceless,adjective
6908,priceless,priceless,adjective
6909,pricey/pricy,priceless,adjective
6910,price,priceless,verb
6911,print,print,noun
6912,printer,print,noun
6913,printing,print,noun
6914,print,print,verb
6915,print,printer,noun
6916,printer,printer,noun
6917,printing,printer,noun
6918,print,printer,verb
6919,prison,prison,noun
6920,prisoner,prison,noun
6921,imprisonment,prison,noun
6922,imprison,prison,verb
6923,prison,prisoner,noun
6924,prisoner,prisoner,noun
6925,imprisonment,prisoner,noun
6926,imprison,prisoner,verb
6927,privacy,privacy,noun
6928,private,privacy,noun
6929,privatization,privacy,noun
6930,private,privacy,adjective
6931,privatize,privacy,verb
6932,privately,privacy,adverb
6933,privacy,private,noun
6934,private,private,noun
6935,privatization,private,noun
6936,private,private,adjective
6937,privatize,private,verb
6938,privately,private,adverb
6939,privacy,privately,noun
6940,private,privately,noun
6941,privatization,privately,noun
6942,private,privately,adjective
6943,privatize,privately,verb
6944,privately,privately,adverb
6945,privacy,privatize,noun
6946,private,privatize,noun
6947,privatization,privatize,noun
6948,private,privatize,adjective
6949,privatize,privatize,verb
6950,privately,privatize,adverb
6951,probability,probability,noun
6952,probable,probability,adjective
6953,improbable,probability,adjective
6954,probably,probability,adverb
6955,improbably,probability,adverb
6956,probability,probable,noun
6957,probable,probable,adjective
6958,improbable,probable,adjective
6959,probably,probable,adverb
6960,improbably,probable,adverb
6961,probability,probably,noun
6962,probable,probably,adjective
6963,improbable,probably,adjective
6964,probably,probably,adverb
6965,improbably,probably,adverb
6966,process,process,noun
6967,procession,process,noun
6968,processor,process,noun
6969,processing,process,noun
6970,processed,process,adjective
6971,process,process,verb
6972,process,procession,noun
6973,procession,procession,noun
6974,processor,procession,noun
6975,processing,procession,noun
6976,processed,procession,adjective
6977,process,procession,verb
6978,produce,produce,noun
6979,producer,produce,noun
6980,product,produce,noun
6981,production,produce,noun
6982,reproduction,produce,noun
6983,productivity,produce,noun
6984,productive,produce,adjective
6985,counterproductive,produce,adjective
6986,reproductive,produce,adjective
6987,produce,produce,verb
6988,produce,producer,noun
6989,producer,producer,noun
6990,product,producer,noun
6991,production,producer,noun
6992,reproduction,producer,noun
6993,productivity,producer,noun
6994,productive,producer,adjective
6995,counterproductive,producer,adjective
6996,reproductive,producer,adjective
6997,produce,producer,verb
6998,produce,product,noun
6999,producer,product,noun
7000,product,product,noun
7001,production,product,noun
7002,reproduction,product,noun
7003,productivity,product,noun
7004,productive,product,adjective
7005,counterproductive,product,adjective
7006,reproductive,product,adjective
7007,produce,product,verb
7008,produce,production,noun
7009,producer,production,noun
7010,product,production,noun
7011,production,production,noun
7012,reproduction,production,noun
7013,productivity,production,noun
7014,productive,production,adjective
