,word,part_of_speech,transcription,hint,lvl,label,definition,examples,order_num,root_word
9923,peel ,verb,/piːl/,FOOD,B2,T,to remove the skin of fruit and vegetables,['Peel and chop the onions.'],4182,peel
9924,peel ,verb,/piːl/,COVERING,C2,I or T,"If a layer or covering peels, it slowly comes off, and if you peel a layer or covering, you remove it slowly and carefully","['The posters were peeling away from the damp walls.', 'Peel off the backing strip and press the label down firmly.']",4182,peel
9925,keep your eyes peeled (for sb/sth),verb,/piːl/,,C2,T,to watch carefully for someone or something,"['Keep your eyes peeled, he should be here any minute.']",4182,peel
9926,"peep at/through/out, etc.",verb,/piːp/,,C2,I,"to look at something for a short time, often when you do not want other people to see you",['She peeped at them through the fence.'],4183,peep
9927,peer,noun,/pɪər/,,C1,C,"someone who is the same age, or who has the same social position or abilities as other members of a group",['Most teenagers want to be accepted by their peers.'],4184,peer
9928,"peer at/into/through, etc.",verb,/pɪər/,,C2,,to look carefully or with difficulty,['She peered at me over her glasses.'],4184,peer
9929,peer pressure,noun,/ˈpiəˌpreʃ.ər/,,C2,U,the influence of people who are of a similar age or in a similar situation to you,"['When it comes to fashion, peer pressure can be intense.']",4185,peer pressure
9930,pen,noun,/pen/,,A1,C,"a long, thin object that you use to write or draw in ink","[""Don't write in pen, or you won't be able to rub out any mistakes you make.""]",4186,pen
9931,penalty ,noun,/ˈpen.əl.ti/,PUNISHMENT,B2,C,a punishment for doing something that is against a law or rule,"['The violation carries a penalty of up to three years in prison.', 'Currently, ticket holders pay a penalty equal to 25% of the ticket price when they change their flight plans.']",4187,penalty
9932,penalty ,noun,/ˈpen.əl.ti/,SPORT,B2,C,an advantage given in some sports to a team or player when the opposing team or player breaks a rule,['The referee awarded a penalty kick.'],4187,penalty
9933,pence,noun,/pents/,,A2,,a plural form of 'penny'; a coin or unit of money with a value of one hundredth of a pound. We also say 'one pence' for a single penny,['The crisps are fifty pence.'],4188,pence
9934,pencil,noun,/ˈpent.səl/,,A1,C,"a long, thin, wooden object with a black or coloured point that you write or draw with","['a box of coloured pencils', 'pens and pencils', 'a pencil sharpener', ""You'd better sharpen that pencil."", 'Write your comments in the margin of the report in pencil.']",4189,pencil
9935,penfriend,noun,/ˈpen.frend/,,A2,C,someone who you write to regularly but have never met,"['When I was young, I had a penfriend in Jamaica.']",4190,penfriend
9936,penguin,noun,/ˈpeŋ.gwɪn/,,B1,C,"a large, black and white sea bird that swims and cannot fly","[""A row of penguins stood at the water's edge.""]",4191,penguin
9937,penny,noun,/ˈpen.i/,,B1,C,a coin or unit of money with a value of one hundredth of a pound,"['Could you lend me 50 pence/50p?', 'I found a ten/twenty/fifty pence piece on the ground.']",4192,penny
9938,pension,noun,/ˈpent.ʃən/,,B2,C,a sum of money paid regularly by the government or a private company to a person who has stopped working because they are old or ill,"['a pension plan', 'a state/private pension', ""He won't be able to draw his pension until he's 65.""]",4193,pension
9939,pensioner,noun,/ˈpent.ʃən.ər/,,C1,C,a person who is receiving a pension,['Many pensioners are worried about rises in heating costs.'],4194,pensioner
9940,people,noun,/ˈpiː.pl ̩/,,A1,plural,more than one person,"['Many people never take any exercise.', ""We've invited thirty people to our party.""]",4195,people
9941,the people,noun,/ˈpiː.pl ̩/,,C1,plural,all the ordinary people in a country,['The rebels have gained the support of the people.'],4195,people
9942,pepper ,noun,/ˈpep.ər/,POWDER,A2,U,"a black, grey, white or red powder produced by crushing dry peppercorns, which is used to give food a spicy flavour","['freshly ground black pepper', 'salt and pepper']",4196,pepper
9943,pepper ,noun,/ˈpep.ər/,VEGETABLE,B1,C,"a hollow green, red or yellow vegetable",['red peppers'],4196,pepper
9944,per,preposition,/pɜːr/,,A2,,for each,"['The meal will cost $20 per person.', 'The car was travelling at 70 miles per hour (70 mph).', 'There are more cafés per square mile here than anywhere else in the country.']",4197,per
9945,perceive ,verb,/pəˈsiːv/,THINK,C1,T,to think of something or someone in a particular way,['The British are often perceived as being very formal.'],4198,perceive
9946,perceive ,verb,/pəˈsiːv/,NOTICE,C2,T,to notice something that is not easy to notice,['We perceived a faint light in the distance.'],4198,perceive
9947,percent,adverb,/pəˈsent/,,B1,,"for or out of every 100, shown by the symbol","['You got 20 percent of the answers right - that means one in every five.', 'Only 40% of people bothered to vote in the election.']",4199,percent
9948,percentage,noun,/pəˈsen.tɪdʒ/,,B2,C,"an amount of something, often expressed as a number out of","['What percentage of women return to work after having a baby?', 'Interest rates have risen by two percentage points.']",4200,percentage
9949,perception,noun,/pəˈsep.ʃən/,,C2,C or U,what you think or believe about someone or something,"['The public perception of him as a hero is surprising.', ""These photographs will affect people's perceptions of war.""]",4201,perception
9950,perceptive,adjective,/pəˈsep.tɪv/,,C2,,quick to notice or understand things,['a perceptive writer'],4202,perceptive
9951,perfect ,adjective,/ˈpɜː.fɪkt/,WITHOUT FAULT,A2,always before noun,"without fault, or as good as possible","['a perfect day/evening', 'You have a perfect English accent.', 'The car is five years old but is in almost perfect condition.', 'Her performance was perfect.']",4203,perfect
9952,perfect ,adjective,/ˈpɜː.fɪkt/,SUITABLE,B1,always before noun,exactly right for someone or something,"[""You'd be perfect for the job."", ""The weather's just perfect for a picnic.""]",4203,perfect
9953,perfect ,adjective,/ˈpɜː.fɪkt/,TO EMPHASIZE,C2,always before noun,used to emphasize a noun,['His suggestion makes perfect sense.'],4203,perfect
9954,the perfect (tense),noun,/ˈpɜː.fɪkt/,,B2,no plural,the tense of a verb that shows action that has happened in the past or before another time or event,"['the present/past perfect', 'In English, the perfect is formed with a form of the verb \'have\' and the past participle of the verb - for example, ""She has visited Mexico.""']",4203,perfect
9955,perfect,verb,/pəˈfekt/,,C2,,to make something as good as it can be,"[""I've spent hours perfecting my speech.""]",4203,perfect
9956,perfection,noun,/pəˈfek.ʃən/,,C1,U,when someone or something is perfect,"['She strives for perfection in everything she does.', 'chicken legs cooked to perfection']",4204,perfection
9957,perfectly ,adverb,/ˈpɜː.fɪkt.li/,WITHOUT FAULT,B1,,in a perfect way,"['The jacket fits perfectly, the skirt not so well.', ""They're perfectly suited.""]",4205,perfectly
9958,perfectly ,adverb,/ˈpɜː.fɪkt.li/,EMPHASIS,B2,,used to emphasize the word that follows,"[""To be perfectly honest, I don't care any more."", 'You know perfectly well what the matter is.', 'I made it perfectly clear to him what I meant.', 'I was perfectly happy on my own.']",4205,perfectly
9959,perform ,verb,/pəˈfɔːm/,ENTERTAIN,B1,I or T,"to entertain people by acting, dancing, singing, playing music, etc","['She composes and performs her own music.', 'A major Hollywood star will be performing on stage tonight.']",4206,perform
9960,perform ,verb,/pəˈfɔːm/,DO,B2,T,to do a job or a piece of work,"['Computers can perform a variety of tasks.', 'The operation will be performed next week.', 'Most of the students performed well in the exam.']",4206,perform
9961,performance ,noun,/pəˈfɔː.mənts/,ENTERTAINMENT,B1,C,"acting, dancing, singing, or playing music to entertain people","[""a performance of Arthur Miller's play, 'The Crucible'"", 'She gave a superb performance as Lady Macbeth.']",4207,performance
9962,performance ,noun,/pəˈfɔː.mənts/,HOW SUCCESSFUL,B2,U,how successful someone or something is,"['The new suits help swimmers to improve their performance.', 'High-performance cars are the most expensive.', 'This was a very impressive performance by the young player, who scored 12 points within the first 10 minutes.']",4207,performance
9963,performer,noun,/pəˈfɔː.mər/,,B1,C,"someone who entertains people by acting, singing, dancing or playing music","[""He's a brilliant performer.""]",4208,performer
9964,perfume,noun,/ˈpɜː.fjuːm/,,A2,C or U,"a liquid with a pleasant smell, usually made from oils taken from flowers or spices, which is often used on the skin","['What perfume are you wearing?', 'She adores French perfume.']",4209,perfume
9965,perhaps,adverb,/pəˈhæps/,,A2,,used to show that something is possible or that you are not certain about something,"[""He hasn't written to me recently - perhaps he's lost my address."", 'We plan to travel to Europe - to Spain or Italy perhaps.']",4210,perhaps
9966,period ,noun,/ˈpɪə.ri.əd/,TIME,B1,C,a length of time,"['Her work means that she spends long periods away from home.', 'Unemployment in the first half of the year was 2% lower than in the same period last year.', 'The study will be carried out over a six-month period.', 'The house was built during the Elizabethan period.']",4211,period
9967,period ,noun,/ˈpɪə.ri.əd/,SCHOOL,B1,C,"in school, a division of time in the day when a subject is taught",['We have six periods of science a week.'],4211,period
9968,perk,noun,/pɜːk/,,C1,C,something special in addition to the money you are paid that you are given because of your job,['Free child care for preschool children of employees was a popular perk.'],4212,perk
9969,permanent,adjective,/ˈpɜː.mə.nənt/,,B1,,lasting or continuing for a long time or forever,"['She is looking for a permanent place to stay.', 'Are you looking for a temporary or a permanent job?', 'The disease can cause permanent damage to the brain.']",4213,permanent
9970,permanently,adverb,/ˈpɜː.mə.nənt.li/,,B2,,always and forever,"['I seem to be permanently broke.', 'Michael and his family have settled permanently in Brazil.']",4214,permanently
9971,permission,noun,/pəˈmɪʃ.ən/,,B1,U,when you allow someone to do something,"['She gave him permission immediately.', 'They even have to ask for permission before they go to the toilet.', 'Official permission has been granted for more building near the river.', 'The authorities have refused permission for the demonstration to take place.', 'Planning permission was refused for the hypermarket after a three-week inquiry.']",4215,permission
9972,permit,verb,/pəˈmɪt/,,B1,T,to allow something,"['Photography is not permitted inside the museum.', 'The prison authorities permit visiting only once a month.', 'The security system will not permit you to enter without the correct password.']",4216,permit
9973,permit ,verb,/pəˈmɪt/,MAKE POSSIBLE,C1,I,to make something possible,"['The match starts at 3 pm, weather permitting.']",4216,permit
9974,permit,noun,/ˈpɜː.mɪt/,,C1,C,an official document that allows you to do something,"['a work permit', 'You need a permit to park your car here.']",4216,permit
9975,perseverance,noun,/ˌpɜː.sɪˈvɪə.rənts/,,C2,U,continued effort and determination,['Hard work and perseverance do pay off in the end.'],4217,perseverance
9976,persist ,verb,/pəˈsɪst/,CONTINUE TO EXIST,C2,I,"If an unpleasant feeling or situation persists, it continues to exist","['If symptoms persist, consult a doctor.']",4218,persist
9977,persist ,verb,/pəˈsɪst/,CONTINUE TO DO,C2,I,to continue to do something although it is annoying other people,"[""He persists in calling me Jane, even though I've corrected him twice.""]",4218,persist
9978,persistence,noun,/pəˈsɪs.tənts/,,C2,U,when someone or something persists,['He has been campaigning on road safety for years - you have to admire his persistence.'],4219,persistence
9979,persistent,adjective,/pəˈsɪs.tənt/,,C2,,continuing to do something in a determined way,['He can be very persistent when he wants something.'],4220,persistent
9980,person,noun,/ˈpɜː.sən/,,A1,C,a human being,"[""He's a very dangerous person."", ""You're the only person I know at this party."", 'Who was the first person to swim the English Channel?', 'A meal at the restaurant costs about £35 per person.']",4221,person
9981,in person,noun,/ˈpɜː.sən/,,B2,C,"If you do something in person, you go somewhere to do it yourself",['You have to collect the document in person.'],4221,person
9982,personal ,adjective,/ˈpɜː.sən.əl/,RELATING TO A PERSON,B1,always before noun,relating to or belonging to a particular person,"['I can only speak from my personal experience.', 'This is a personal opinion/view and not that of the government.', 'Passengers are reminded to take all their personal belongings with them when they leave the plane.']",4222,personal
9983,personal ,adjective,/ˈpɜː.sən.əl/,FOR ONE PERSON,B1,always before noun,designed for or used by one person,"['a personal computer/stereo', 'a personal loan']",4222,personal
9984,personal ,adjective,/ˈpɜː.sən.əl/,PRIVATE,B1,always before noun,"relating to the private parts of someone's life, including their relationships or feelings","['He has a few personal problems at the moment.', 'Do you mind if I ask you a personal question?', 'His resignation was apparently for personal rather than professional reasons.', 'We know very little about his personal life.']",4222,personal
9985,personal hygiene,adjective,/ˈpɜː.sən.əl/,,C1,always before noun,"how clean a person's body, teeth, hair, etc. are",['Her personal hygiene is not as good as it should be.'],4222,personal
9986,personality ,noun,/ˌpɜː.sənˈæl.ə.ti/,CHARACTER,B2,C or U,"the type of person you are, which is shown by the way you behave, feel and think","['She has a very warm personality.', 'He is well qualified for the job, but he does lack personality.']",4223,personality
9987,personality ,noun,/ˌpɜː.sənˈæl.ə.ti/,FAMOUS PERSON,B2,C,a famous person,['The show is hosted by a popular TV personality.'],4223,personality
9988,personally ,adverb,/ˈpɜː.sən.əl.i/,OPINION,B1,,used when you give your opinion,"['Personally (speaking), I think the show is going to be a great success.']",4224,personally
9989,personally ,adverb,/ˈpɜː.sən.əl.i/,NOT SOMEONE ELSE,B2,,done by or affecting one person and not by someone else,"[""These figures should be correct because I've checked them personally."", ""He believes that parents should be made personally responsible for their children's behaviour.""]",4224,personally
9990,take sth personally,adverb,/ˈpɜː.sən.əl.i/,,C1,,to think that someone is criticizing you or to feel that a failure or bad situation is your fault,"[""You mustn't take everything so personally.""]",4224,personally
9991,personnel,noun,/ˌpɜː.sənˈel/,,C1,plural,the people who work for an organization,['military personnel'],4225,personnel
9992,perspective,noun,/pəˈspek.tɪv/,,C1,C,the way you think about something,['Being unemployed has made me see things from a different perspective.'],4226,perspective
9993,in perspective,noun,/pəˈspek.tɪv/,,C2,C,"when things are in perspective, you think about them in a sensible and realistic way, and understand how important or unimportant they really are","[""You must keep things in perspective - the overall situation isn't really that bad."", 'When you see pictures of their suffering, it puts your own problems in perspective.']",4226,perspective
9994,persuade ,verb,/pəˈsweɪd/,MAKE SOMEONE AGREE,B1,T,to make someone agree to do something by talking to them a lot about it,"[""If she doesn't want to go, nothing you can say will persuade her."", 'I persuaded her (that) it was the right thing to do.', 'He is trying to persuade local and foreign businesses to invest in the project.', 'Using a bunch of bananas, the zoo-keeper persuaded the monkey back into its cage.']",4227,persuade
9995,persuade ,verb,/pəˈsweɪd/,MAKE SOMEONE BELIEVE,B2,T,to make someone believe that something is true,"['Their argument failed to persuade me.', ""It's no use trying to persuade him (that) you're innocent.""]",4227,persuade
9996,persuasion,noun,/pəˈsweɪ.ʒən/,,C2,U,when you persuade someone,"[""I'm sure she'll agree, she just needs a little gentle persuasion.""]",4228,persuasion
9997,persuasive,adjective,/pəˈsweɪ.sɪv/,,C1,,able to make people agree to do something,"[""It's a very persuasive argument.""]",4229,persuasive
9998,pessimistic,adjective,/ˌpes.ɪˈmɪs.tɪk/,,B2,,always believing that bad things are likely to happen,"['The tone of the meeting was very pessimistic.', 'The doctors are pessimistic about his chances of recovery.']",4230,pessimistic
9999,pet,noun,/pet/,,A1,C,an animal that someone keeps in their home,"['They have several pets - a dog, two cats and a guinea pig.', 'my pet rabbit']",4231,pet
10000,petrified,adjective,/ˈpet.rɪ.faɪd/,,B2,,extremely frightened,"[""I'm petrified of spiders.""]",4232,petrified
10001,petrol,noun,/ˈpet.rəl/,,A2,U,a liquid fuel used in cars,"['a petrol tank/pump', 'unleaded petrol', ""I'm a bit low on petrol.""]",4233,petrol
10002,petrol station,noun,/ˈpet.rəlˌsteɪ.ʃən/,,A2,C,a place where you can buy petrol,"[""Where's the nearest petrol station?""]",4234,petrol station
10003,petty,adjective,/ˈpet.i/,,C2,always before noun,unimportant or not serious,"['petty details', 'petty crime']",4235,petty
10004,pharmacist,noun,/ˈfɑː.mə.sɪst/,,B2,C,someone who is trained to prepare or sell medicines,['The pharmacist gave me some medicine.'],4236,pharmacist
10005,pharmacy,noun,/ˈfɑː.mə.si/,,B1,C,a shop or part of a shop that prepares and sells medicines,['You could try a hayfever remedy from the pharmacy.'],4237,pharmacy
10006,phase,noun,/feɪz/,,B2,C,a stage or period which is part of a longer period,"['The first phase of the project is likely to be completed by August.', ""We're entering a new phase in international relations."", 'When I was in my early teens I went through a phase of only wearing black.']",4238,phase
10007,phenomenal,adjective,/fɪˈnɒm.ɪ.nəl/,,C2,,extremely successful or showing great qualities or abilities,['The film has been a phenomenal success.'],4239,phenomenal
10008,phenomenon,noun,/fɪˈnɒm.ɪ.nən/,,C1,C,"something that exists or happens, usually something unusual","['storms, lightning, and other natural phenomena', 'Road rage seems to be a fairly recent phenomenon.']",4240,phenomenon
10009,philosopher,noun,/fɪˈlɒs.ə.fər/,,B2,C,someone who studies or writes about the meaning of life,['Plato was a Greek philosopher.'],4241,philosopher
10010,philosophical ,adjective,/ˌfɪl.əˈsɒf.ɪ.kəl/,PHILOSOPHY,C2,,relating to the study or writing of philosophy,['a philosophical problem/question'],4242,philosophical
10011,philosophical ,adjective,/ˌfɪl.əˈsɒf.ɪ.kəl/,CALM,C2,,accepting unpleasant situations in a calm and wise way,['She seems fairly philosophical about failing her exam.'],4242,philosophical
10012,philosophy ,noun,/fɪˈlɒs.ə.fi/,STUDY,B2,U,"the study or writing of ideas about the meaning of life, or a particular set of ideas about the meaning of life",['Descartes is considered by many to be the father of modern philosophy.'],4243,philosophy
10013,philosophy ,noun,/fɪˈlɒs.ə.fi/,WAY OF THINKING,C1,C,a way of thinking about what should be done in life,['My philosophy has always been to give those with ability the chance to progress.'],4243,philosophy
10014,phone,noun,/fəʊn/,,A1,C or U,a piece of electronic equipment that you use to talk to someone who is in another place,"['Just then, his mobile phone rang.', 'Could you answer the phone?', 'We speak on the/by phone about twice a week.', 'You had three phone calls this morning.', ""Will you excuse me? I've got to make a phone call."", 'If the phone lines are busy, please try again later.']",4244,phone
10015,phone,verb,/fəʊn/,,A1,I or T,to communicate with someone by phone,"['She phoned just after lunch.', ""He's phoned me (up) every day this week.""]",4244,phone
10016,photo,noun,/ˈfəʊ.təʊ/,,A1,C,a picture produced using a camera,"['She took a lot of photos of the kids.', 'vacation/wedding photos']",4245,photo
10017,photocopy,noun,/ˈfəʊ.təʊˌkɒpi/,,B1,C,a copy of a document made with a machine which produces copies of documents using light and electricity,['I made several photocopies of my CV and sent them to different companies.'],4246,photocopy
10018,photograph,noun,/ˈfəʊ.tə.grɑːf/,,A2,C,a picture produced using a camera,"['a colour/black-and-white photograph', 'My parents took a lot of photographs of us when we were small.']",4247,photograph
10019,photograph,verb,/ˈfəʊ.tə.grɑːf/,,B2,T,to take a picture using a camera,"['I prefer photographing people rather than places.', 'MacKay was photographed leaving the building.']",4247,photograph
10020,photographer,noun,/fəˈtɒg.rə.fər/,,A2,C,"someone who takes photographs, especially someone whose job is to do this",['a fashion photographer'],4248,photographer
10021,photography,noun,/fəˈtɒg.rə.fi/,,A2,U,the activity or job of taking photographs,"[""She's doing an evening class in photography.""]",4249,photography
10022,phrasal verb,noun,/ˌfreɪ.zəlˈvɜːb/,,B1,C,"a phrase which consists of a verb in combination with a preposition or adverb or both, which has a different meaning from the meaning of its separate parts","[""'Look after', 'work out' and 'make up for' are all phrasal verbs.""]",4250,phrasal verb
10023,phrase,noun,/freɪz/,,B1,C,"a group of words that are used together, and which often have a particular meaning",['Here are some phrases that may be useful in your essays.'],4251,phrase
10024,physical ,adjective,/ˈfɪz.ɪ.kəl/,BODY,B2,always before noun,related to the body,"['physical exercise/fitness/strength/disabilities', 'physical appearance']",4252,physical
10025,physical ,adjective,/ˈfɪz.ɪ.kəl/,THINGS,C2,always before noun,relating to real things that you can see and touch,"['a physical object', ""There was no physical evidence linking Jones to Shaw's murder.""]",4252,physical
10026,physically,adverb,/ˈfɪz.ɪ.kli/,,B2,,in a way that relates to the body or someone's appearance,"['physically active/fit', 'Physically I find him very attractive.', 'The work is physically demanding.', 'Special holidays are available for physically disabled people.']",4253,physically
10027,physics,noun,/ˈfɪz.ɪks/,,A2,U,the scientific study of matter and energy and the effect that they have on each other,"['nuclear physics', 'a physics lab']",4254,physics
10028,piano,noun,/piˈæn.əʊ/,,A2,C,a large musical instrument with a row of black and white keys which are pressed to play notes,"[""We're buying a new piano."", 'I play the piano.', 'We all joined in the song, with Pat at the piano/on piano.']",4255,piano
10029,pick ,verb,/pɪk/,CHOOSE,B1,T,to choose something or someone,"['Pick a card from the pack.', 'She was picked for the Olympic team.', 'She was picked to play for the team.']",4256,pick
10030,pick ,verb,/pɪk/,FLOWERS/FRUIT,B1,T,"If you pick flowers or fruit, you take them off a plant or tree","['They were picking strawberries for twelve hours a day.', 'I picked some apples this morning.']",4256,pick
10031,pick up the pieces,verb,/pɪk/,,C2,T,to try to get back to an ordinary way of life after a difficult experience,"[""After Ruth's death, Joe found it hard to pick up the pieces and carry on.""]",4256,pick
10032,pick on sb,verb,/pɪk/,,B2,T,to choose a person and criticize or treat them unfairly,"[""The other boys pick on him because he's so small.""]",4256,pick
10033,pick up sb/sth or pick sb/sth up ,verb,/pɪk/,LIFT,A2,T,to lift someone or something using your hands,"['If the baby starts to cry, pick her up and give her a cuddle.', ""I picked up the kids' clothes that were lying on the floor.""]",4256,pick
10034,pick up sb/sth or pick sb/sth up ,verb,/pɪk/,COLLECT,A2,T,"to collect someone who is waiting for you, or to collect something that you have left somewhere","[""I've got to pick the children up from school."", ""When you're in town could you pick up the books I ordered?""]",4256,pick
10035,pick up sth or pick sth up,verb,/pɪk/,,B2,T,to learn a new skill or language by practising it rather than being taught it,['When you live in a country you soon pick up the language.'],4256,pick
10036,picnic,noun,/ˈpɪk.nɪk/,,A1,C,a meal that you make and take with you somewhere to eat outside,"[""If the weather's nice we could have a picnic in the park."", ""Why don't you take a picnic with you?"", 'a picnic area/lunch/table']",4257,picnic
10037,picture ,noun,/ˈpɪk.tʃər/,"DRAWING, ETC.",A1,C,"a drawing, painting, or photograph of something or someone","['Alex drew/painted a picture of my dog.', 'We took a picture of the children on their new bicycles.']",4258,picture
10038,picture ,noun,/ˈpɪk.tʃər/,FILM,B1,C,a film,['Could this be the first animated film to win a best picture award?'],4258,picture
10039,picture ,noun,/ˈpɪk.tʃər/,IDEA,B2,usually no plural,an idea of what something is like,"['After watching the news, I had a clearer picture of what was happening.']",4258,picture
10040,picture ,noun,/ˈpɪk.tʃər/,TV,B2,C,an image seen on a television or cinema screen,"[""We can't get a clear picture.""]",4258,picture
10041,get the picture,noun,/ˈpɪk.tʃər/,,C2,C,used to say that someone understands a situation,"['Oh right, I get the picture.']",4258,picture
10042,put/keep sb in the picture,noun,/ˈpɪk.tʃər/,,C1,C,to explain to someone what is happening,['Jim had no idea what was going on till I put him in the picture.'],4258,picture
10043,picture,verb,/ˈpɪk.tʃər/,,C1,T,to imagine something in a particular way,"[""The house isn't at all how I had pictured it.""]",4258,picture
10044,picturesque,adjective,/ˌpɪk.tʃərˈesk/,,B2,,A picturesque place is attractive to look at,['the picturesque narrow streets of the old city'],4259,picturesque
10045,pie,noun,/paɪ/,,B1,C or U,"a type of food made with meat, vegetables, or fruit covered in pastry and baked","['Would you like some more apple pie?', 'a chicken and mushroom pie']",4260,pie
10046,piece ,noun,/piːs/,PART,A2,C,a part that has come from something bigger,"['a piece of cake', 'She cut the tart into six pieces.', 'The bowl fell on the floor and smashed to pieces.', 'The bowl lay on the floor in pieces.']",4261,piece
10047,piece ,noun,/piːs/,SINGLE THING,A2,C,a single object of a particular type,"['a piece of fruit', 'a piece of equipment/furniture', 'He handed me a piece of paper.']",4261,piece
10048,piece ,noun,/piːs/,SINGLE AMOUNT,B1,C,a single amount of a particular type of thing,"['I have an interesting piece of information/news for you.', 'She gave me a very useful piece of advice.']",4261,piece
10049,piece ,noun,/piːs/,ART/LITERATURE/MUSIC,B2,C,"an example of artistic, written or musical work","['a beautiful piece of music', 'an orchestral piece', 'There was an interesting piece on alternative medicine in the newspaper yesterday.']",4261,piece
10050,be a piece of cake,noun,/piːs/,,B2,C,to be very easy,['The exam itself was a piece of cake.'],4261,piece
10051,go/fall to pieces,noun,/piːs/,,C2,C,"If someone goes to pieces, they become so upset that they cannot control their feelings or think clearly",['He went to pieces when his mother died.'],4261,piece
10052,pick up the pieces,noun,/piːs/,,C2,C,to try to get back to an ordinary way of life after a difficult experience,"[""After Ruth's death, Joe found it hard to pick up the pieces and carry on.""]",4261,piece
10053,bits and pieces,noun,/piːs/,,C2,C,small things or jobs which are not connected or not very important,"[""We've packed most of it up now, there are just a few bits and pieces left.""]",4261,piece
10054,pig,noun,/pɪg/,,A1,C,"a large pink, brown or black farm animal with short legs and a curved tail, kept for its meat","['The meat produced from a pig is called pork, bacon or ham.', 'a pig farm']",4262,pig
10055,pile,noun,/paɪl/,,B1,C,objects positioned one on top of another,"['a large pile of sand', 'a pile of books', 'The clothes were arranged in piles on the floor.']",4263,pile
10056,a pile of/ piles of sth,noun,/paɪl/,,B2,C,a lot of something,"[""I've got a pile of things to do today."", ""He's got piles of money.""]",4263,pile
10057,pile up,verb,/paɪl/,,B2,,"If something unpleasant piles up, you get more and more of it","[""My work's really starting to pile up.""]",4263,pile
10058,pill,noun,/pɪl/,,B1,C,"a small, hard piece of medicine that you swallow","['a sleeping pill', 'a vitamin pill', 'My mother takes three or four pills a day.', ""Jamie's always had trouble swallowing pills.""]",4264,pill
10059,pillow,noun,/ˈpɪl.əʊ/,,A2,C,a soft object which you rest your head on in bed,['Do you prefer a feather pillow or a foam pillow?'],4265,pillow
10060,pilot,noun,/ˈpaɪ.lət/,,A2,C,someone who flies an aircraft,"['an airline pilot', 'a fighter/helicopter pilot']",4266,pilot
10061,pin,noun,/pɪn/,,B1,C,"a small, thin piece of metal with a sharp point used for temporarily holding pieces of cloth together","[""I'll keep the trouser patch in place with pins while I sew it on.""]",4267,pin
10062,pin,verb,/pɪn/,,B1,T,to fasten something with a pin,"[""We're not allowed to pin anything to/(up) on the walls.""]",4267,pin
10063,pine,noun,/paɪn/,,B2,C or U,"a tall tree with long, thin leaves shaped like needles",['a pine forest'],4268,pine
10064,pineapple,noun,/ˈpaɪn.æp.l ̩/,,B1,C or U,a large fruit with thick skin and sharp leaves sticking out of the top which is sweet and yellow inside,"['pineapple juice', 'We ate some slices of pineapple.']",4269,pineapple
10065,pink,adjective,/pɪŋk/,,A2,,being a pale red colour,"['pretty pink flowers', 'Have you been in the sun? Your nose is a bit pink.']",4270,pink
10066,pink,noun,/pɪŋk/,,A2,C or U,a pale red colour,"[""She's very fond of pink.""]",4270,pink
10067,pinpoint,verb,/ˈpɪn.pɔɪnt/,,C2,T,to say exactly what or where something is,['It is difficult to pinpoint the exact time of death.'],4271,pinpoint
10068,pint,noun,/paɪnt/,,B2,C,a measure for liquid equal to about half a litre,"['a pint of milk', 'a pint of beer']",4272,pint
10069,pioneer,noun,/ˌpaɪ.əˈnɪər/,,C2,C,someone who is one of the first people to do something,['one of the pioneers of modern science'],4273,pioneer
10070,pipe,noun,/paɪp/,,B1,C,a long tube inside which liquid or gas can move through,"['a water/gas pipe', 'a burst/broken/leaking pipe']",4274,pipe
10071,pirate,noun,/ˈpaɪə.rət/,,B1,C,someone who attacks ships and steals from them,"[""The pirates held the ship's captain prisoner and demanded money for his release.""]",4275,pirate
10072,pit,noun,/pɪt/,,C2,C,a large hole which has been dug in the ground,['They dug a big pit to bury their rubbish.'],4276,pit
10073,pitch ,noun,/pɪtʃ/,SPORTS AREA,B2,C,"an area painted with lines for playing particular sports, especially football","['a football/hockey/cricket pitch', 'Supporters invaded the pitch.']",4277,pitch
10074,pitch dark/black,noun,/pɪtʃ/,,C2,C,extremely dark,['a moonless pitch-black night'],4277,pitch
10075,pitch a tent,verb,/pɪtʃ/,,B2,,to choose a place for a tent and put it there,['We pitched our tent in a field.'],4277,pitch
10076,pitiful,adjective,/ˈpɪt.i.fəl/,,C2,,describes something that you consider is bad or not satisfactory or not enough,"['a pitiful excuse', 'pitiful wages', 'The amount of time and money being spent on researching this disease is pitiful.']",4278,pitiful
10077,a pity,noun,/ˈpɪt.i/,,A2,U,"If something is described as a pity, it is disappointing or not satisfactory","['""Can\'t you go to the party? Oh, that\'s (such) a pity.""', ""It's a pity (that) you didn't remember to give me the message."", '""What a pity you were ill and missed the school trip!""']",4279,pity
10078,pity,noun,/ˈpɪt.i/,,B2,U,a feeling of sympathy and understanding for someone else's unhappiness or difficult situation,"['The girl stood gazing in/with pity at the old lion in the cage.', 'We took pity on a couple of people waiting in the rain for a bus and gave them a lift.']",4279,pity
10079,pity,verb,/ˈpɪt.i/,,C2,T,to feel sorry for someone,"[""She doesn't want people to pity her.""]",4279,pity
10080,pizza,noun,/ˈpiːt.sə/,,A1,C or U,"a large circle of flat bread baked with cheese, tomatoes, and sometimes meat and vegetables spread on top","['a slice of pizza', 'I like a lot of different pizza toppings.']",4280,pizza
